psalm,verse_number,text,compound_sentiment,clean_text,cluster,cluster_label
41,4,"As for me, I said, “O Lord, be gracious to me; heal me, for I have sinned against you.”",0.5574,said lord gracious heal sinned,4,Victory and Power
41,5,"My enemies wonder in malice when I will die, and my name perish.",-0.7964,enemies wonder malice die name perish,3,Judgment & Righteousness
41,6,"And when they come to see me, they utter empty words, while their hearts gather mischief; when they go out, they tell it abroad.",0.1796,come see utter empty words hearts gather mischief go tell abroad,3,Judgment & Righteousness
41,7,All who hate me whisper together about me; they imagine the worst for me.,-0.8316,hate whisper together imagine worst,1,Poetic Metaphors
41,8,"They think that a deadly thing has fastened on me, that I will not rise again from where I lie.",0.0,think deadly thing fastened rise lie,1,Poetic Metaphors
41,9,"Even my bosom friend in whom I trusted, who ate of my bread, has lifted the heel against me.",0.743,even bosom friend trusted ate bread lifted heel,1,Poetic Metaphors
41,10,"But you, O Lord, be gracious to me, and raise me up, that I may repay them.",0.7096,lord gracious raise may repay,4,Victory and Power
41,11,By this I know that you are pleased with me; because my enemy has not triumphed over me.,-0.4986,know pleased enemy triumphed,3,Judgment & Righteousness
41,12,"But you have upheld me because of my integrity, and set me in your presence forever.",0.5267,upheld integrity set presence forever,3,Judgment & Righteousness
41,13,"Blessed be the Lord, the God of Israel, from everlasting to everlasting. Amen and Amen.",0.7184,blessed lord god israel everlasting everlasting amen amen,2,Protection and Authority
42,1,"As a deer longs for flowing streams, so my soul longs for you, O God.",0.2732,deer longs flowing streams soul longs god,1,Poetic Metaphors
42,2,"My soul thirsts for God, for the living God. When shall I come and behold the face of God?",0.6486,soul thirsts god living god shall come behold face god,4,Victory and Power
42,3,"My tears have been my food day and night, while people say to me continually, “Where is your God?”",-0.2263,tears food day night people say continually god,0,Hopefulness
42,4,"These things I remember, as I pour out my soul: how I went with the throng, and led them in procession to the house of God, with glad shouts and songs of thanksgiving, a multitude keeping festival.",0.8074,things remember pour soul went throng led procession house god glad shouts songs thanksgiving multitude keeping festival,4,Victory and Power
42,5,"Why are you cast down, O my soul, and why are you disquieted within me? Hope in God; for I shall again praise him, my help",0.8834,cast soul disquieted within hope god shall praise help,4,Victory and Power
42,6,"and my God. My soul is cast down within me; therefore I remember you from the land of Jordan and of Hermon, from Mount Mizar.",0.2732,god soul cast within therefore remember land jordan hermon mount mizar,2,Protection and Authority
42,7,Deep calls to deep at the thunder of your cataracts; all your waves and your billows have gone over me.,0.0,deep calls deep thunder cataracts waves billows gone,1,Poetic Metaphors
42,8,"By day the Lord commands his steadfast love, and at night his song is with me, a prayer to the God of my life.",0.8074,day lord commands steadfast love night song prayer god life,4,Victory and Power
42,9,"I say to God, my rock, “Why have you forgotten me? Why must I walk about mournfully because the enemy oppresses me?”",-0.7476,say god rock forgotten must walk mournfully enemy oppresses,4,Victory and Power
42,10,"As with a deadly wound in my body, my adversaries taunt me, while they say to me continually, “Where is your God?”",-0.25,deadly wound body adversaries taunt say continually god,3,Judgment & Righteousness
42,11,"Why are you cast down, O my soul, and why are you disquieted within me? Hope in God; for I shall again praise him, my help and my God.",0.9081,cast soul disquieted within hope god shall praise help god,4,Victory and Power
43,1,"Vindicate me, O God, and defend my cause against an ungodly people; from those who are deceitful and unjust deliver me!",-0.6239,vindicate god defend cause ungodly people deceitful unjust deliver,3,Judgment & Righteousness
43,2,For you are the God in whom I take refuge; why have you cast me off? Why must I walk about mournfully because of the oppression of the enemy?,-0.6662,god take refuge cast must walk mournfully oppression enemy,4,Victory and Power
43,3,O send out your light and your truth; let them lead me; let them bring me to your holy hill and to your dwelling.,0.34,send light truth let lead let bring holy hill dwelling,4,Victory and Power
43,4,"Then I will go to the altar of God, to God my exceeding joy; and I will praise you with the harp, O God, my God.",0.93,go altar god god exceeding joy praise harp god god,4,Victory and Power
43,5,"Why are you cast down, O my soul, and why are you disquieted within me? Hope in God; for I shall again praise him, my help and my God.",0.9081,cast soul disquieted within hope god shall praise help god,4,Victory and Power
44,1,"We have heard with our ears, O God, our ancestors have told us, what deeds you performed in their days, in the days of old:",0.2732,heard ears god ancestors told us deeds performed days days old,4,Victory and Power
44,2,"you with your own hand drove out the nations, but them you planted; you afflicted the peoples, but them you set free;",0.5106,hand drove nations planted afflicted peoples set free,2,Protection and Authority
44,3,"for not by their own sword did they win the land, nor did their own arm give them victory; but your right hand, and your arm, and the light of your countenance, for you delighted in them.",0.9032,sword win land arm give victory right hand arm light countenance delighted,1,Poetic Metaphors
44,4,You are my King and my God; you command victories for Jacob.,0.2732,king god command victories jacob,2,Protection and Authority
44,5,Through you we push down our foes; through your name we tread down our assailants.,-0.4588,push foes name tread assailants,3,Judgment & Righteousness
44,6,"For not in my bow do I trust, nor can my sword save me.",0.7579,bow trust sword save,1,Poetic Metaphors
44,7,"But you have saved us from our foes, and have put to confusion those who hate us.",-0.8462,saved us foes put confusion hate us,3,Judgment & Righteousness
44,8,"In God we have boasted continually, and we will give thanks to your name forever.Selah",0.6124,god boasted continually give thanks name,4,Victory and Power
44,9,"Yet you have rejected us and abased us, and have not gone out with our armies.",-0.5106,yet rejected us abased us gone armies,2,Protection and Authority
44,10,"You made us turn back from the foe, and our enemies have gotten spoil.",-0.7269,made us turn back foe enemies gotten spoil,1,Poetic Metaphors
44,11,"You have made us like sheep for slaughter, and have scattered us among the nations.",0.3612,made us like sheep slaughter scattered us among nations,1,Poetic Metaphors
44,12,"You have sold your people for a trifle, demanding no high price for them.",-0.4767,sold people trifle demanding high price,1,Poetic Metaphors
44,13,"You have made us the taunt of our neighbors, the derision and scorn of those around us.",-0.5994,made us taunt neighbors derision scorn around us,1,Poetic Metaphors
44,14,"You have made us a byword among the nations, a laughingstock among the peoples.",0.0,made us byword among nations laughingstock among peoples,3,Judgment & Righteousness
44,15,"All day long my disgrace is before me, and shame has covered my face",-0.743,day long disgrace shame covered face,3,Judgment & Righteousness
44,16,"at the words of the taunters and revilers, at the sight of the enemy and the avenger.",-0.5423,words taunters revilers sight enemy avenger,1,Poetic Metaphors
44,17,"All this has come upon us, yet we have not forgotten you, or been false to your covenant.",0.1695,come upon us yet forgotten false covenant,2,Protection and Authority
44,18,"Our heart has not turned back, nor have our steps departed from your way,",0.6369,heart turned back steps departed way,1,Poetic Metaphors
44,19,"yet you have broken us in the haunt of jackals, and covered us with deep darkness.",-0.7783,yet broken us haunt jackals covered us deep darkness,1,Poetic Metaphors
44,20,"If we had forgotten the name of our God, or spread out our hands to a strange god,",0.128,forgotten name god spread hands strange god,4,Victory and Power
44,21,would not God discover this? For he knows the secrets of the heart.,0.5245,would god discover knows secrets heart,0,Hopefulness
44,22,"Because of you we are being killed all day long, and accounted as sheep for the slaughter.",-0.6705,killed day long accounted sheep slaughter,1,Poetic Metaphors
44,23,"Rouse yourself! Why do you sleep, O Lord? Awake, do not cast us off forever!",0.0,rouse sleep lord awake cast us forever,4,Victory and Power
44,24,Why do you hide your face? Why do you forget our affliction and oppression?,-0.4515,hide face forget affliction oppression,3,Judgment & Righteousness
44,25,For we sink down to the dust; our bodies cling to the ground.,0.0,sink dust bodies cling ground,1,Poetic Metaphors
44,26,"Rise up, come to our help. Redeem us for the sake of your steadfast love.",0.836,rise come help redeem us sake steadfast love,0,Hopefulness
